ii                                    mean         std        2.5q        25q         50q        75q      97.5q       mc_err
t_subj(DDA.hoarding).9            0.247457   0.0329158    0.186742   0.224021    0.246844   0.269975   0.312054  0.000668541
t_subj(DDA.hoarding).10           0.249921   0.0136488     0.22079   0.241377    0.250826   0.259068   0.274808  0.000299645
t_subj(DDA.hoarding).11           0.279992  0.00856454    0.262024   0.274577    0.280788   0.285949   0.295105  0.000246896
t_subj(DDA.hoarding).12           0.375097   0.0165933    0.339494   0.365043    0.376208   0.386335   0.404068  0.000355693
t_subj(DDA.hoarding).13           0.239101   0.0177531     0.20599   0.225781    0.238531   0.253805   0.269921  0.000486929
t_subj(DDA.neutral).1             0.291464   0.0102181    0.269053   0.285033    0.292182   0.298537   0.308967  0.000272103
t_subj(DDA.neutral).2             0.281923  0.00657001    0.267889   0.277771    0.282322   0.286539   0.293144  0.000151362
t_subj(DDA.neutral).3             0.356127   0.0175119    0.323127   0.345252    0.355367   0.365927   0.397414   0.00036157
t_subj(DDA.neutral).4             0.401623   0.0221337    0.346632   0.391151     0.40495   0.416151   0.436983   0.00048594
t_subj(DDA.neutral).5             0.186701   0.0140208    0.156427   0.177964    0.187686   0.196529   0.211887  0.000345122
t_subj(DDA.neutral).6             0.248232   0.0138027    0.219462   0.239498    0.249153   0.257785   0.272695  0.000279336
t_subj(DDA.neutral).7             0.656881   0.0152743    0.625053   0.647276    0.657731   0.667292    0.68535   0.00040693
t_subj(DDA.neutral).8             0.281069    0.007608    0.264369   0.276519    0.281534   0.286369   0.294414  0.000169331
t_subj(DDA.neutral).9             0.188748   0.0115496    0.165046     0.1813    0.189065   0.196478   0.211051  0.000238722
t_subj(DDA.neutral).10            0.249148   0.0181376    0.211894   0.237548    0.249491   0.261543   0.283366  0.000362557
t_subj(DDA.neutral).11            0.286122   0.0079902    0.268003   0.282165      0.2866   0.290755   0.301086  0.000243124
t_subj(DDA.neutral).12            0.507057   0.0202194     0.46715   0.495445    0.507554    0.51889   0.548574  0.000417859
t_subj(DDA.neutral).13            0.199392   0.0132837    0.172283   0.190934    0.201067   0.207678   0.225591  0.000336387
t_subj(HC.hoarding).14            0.328744   0.0133869     0.29937   0.321016    0.330021   0.338068   0.351062  0.000313717
t_subj(HC.hoarding).15            0.318366   0.0137979    0.288936   0.309536    0.319206   0.328151   0.342557  0.000330005
t_subj(HC.hoarding).16            0.583429  0.00782529    0.570086   0.579046     0.58313   0.586809   0.600066  0.000303393
t_subj(HC.hoarding).17            0.163002   0.0100553    0.141961   0.156476    0.163622   0.170006   0.180694  0.000229487
t_subj(HC.hoarding).18            0.303808   0.0130128    0.276738   0.295931    0.304052   0.312014   0.328273   0.00027652
t_subj(HC.hoarding).19            0.281433  0.00737712    0.265521   0.276968    0.281837   0.286444    0.29452  0.000143068
t_subj(HC.hoarding).20            0.191623   0.0124932    0.165882   0.185051    0.193055   0.199931   0.215939  0.000507293
t_subj(HC.hoarding).21             0.21491  0.00636678    0.203055   0.210482    0.214325   0.219487   0.227041   0.00016461
t_subj(HC.hoarding).22            0.298569  0.00968637    0.278704   0.292418    0.298632   0.304748   0.318011  0.000275997
t_subj(HC.hoarding).23            0.244209   0.0126738    0.207246   0.238865    0.246133   0.252372   0.262488  0.000441093
t_subj(HC.hoarding).24            0.243555   0.0196709     0.20954   0.231326    0.241993   0.252828   0.293451  0.000491275
t_subj(HC.hoarding).25            0.340474   0.0177376    0.303323    0.32899    0.341767   0.352768   0.372378  0.000388443
t_subj(HC.hoarding).26            0.250611   0.0079294    0.235788   0.245518    0.249974   0.255246   0.267219  0.000202062
t_subj(HC.hoarding).27            0.237171    0.010567    0.214057    0.23064    0.238301   0.244863   0.254781  0.000645361
t_subj(HC.hoarding).28            0.244843  0.00372905    0.236635   0.242581    0.245133   0.247512   0.251095  8.35277e-05
t_subj(HC.hoarding).29            0.116242   0.0104318   0.0947456   0.109518    0.116946   0.123353   0.135074  0.000213919
t_subj(HC.hoarding).30            0.137823  0.00653572    0.124695   0.133987    0.138033   0.141821   0.148661  0.000190578
t_subj(HC.hoarding).31            0.251337  0.00924313    0.233628   0.244434    0.251803     0.2581   0.268701  0.000225443
t_subj(HC.hoarding).32            0.356198    0.016077    0.320805   0.347325    0.356808   0.365296   0.389019  0.000381959
t_subj(HC.hoarding).33            0.162291  0.00642047    0.151351   0.158801    0.162079   0.165155   0.172444  0.000266107
t_subj(HC.hoarding).34            0.196803   0.0135226     0.17204   0.187849    0.195337   0.204794   0.226553  0.000332144
t_subj(HC.hoarding).35            0.202354  0.00948317    0.175365   0.199649    0.204562   0.208393   0.214495  0.000247413
t_subj(HC.hoarding).36            0.276845   0.0353987    0.211646   0.251982    0.270942    0.30521   0.344443  0.000845117
t_subj(HC.hoarding).37            0.307329    0.013611    0.278617   0.298649    0.308296   0.316984   0.331102  0.000303166
t_subj(HC.hoarding).38            0.163695  0.00700741    0.147985   0.159644    0.164328   0.168559     0.1756  0.000162399
t_subj(HC.hoarding).39            0.198703    0.013197    0.169123   0.191342    0.199724   0.207632   0.221814  0.000279438
t_subj(HC.hoarding).40            0.241115   0.0064197    0.227654   0.236994    0.241406   0.245462   0.252715  0.000170162
t_subj(HC.hoarding).41            0.226238   0.0112206    0.202203   0.219408    0.227046   0.234202   0.245964  0.000283675
t_subj(HC.hoarding).42            0.203573   0.0143351    0.180005   0.193833    0.201458   0.210888   0.235207  0.000396253
t_subj(HC.hoarding).43            0.246687    0.021591    0.210653   0.231656    0.244711   0.259524   0.297183  0.000512999
t_subj(HC.hoarding).44            0.264724   0.0185993    0.222257    0.25461    0.268204   0.277702   0.294381  0.000376962
t_subj(HC.hoarding).45             0.27675   0.0166326    0.235351   0.270112    0.279977   0.287591   0.299899  0.000890711
t_subj(HC.hoarding).46            0.223176   0.0282226    0.192076   0.202148    0.207498   0.258851   0.270115   0.00243966
t_subj(HC.hoarding).47            0.113525   0.0105148   0.0913615   0.106621    0.114184   0.120786   0.132342  0.000285436
t_subj(HC.hoarding).48            0.314652   0.0123737    0.290189   0.306631    0.314297   0.322601   0.339896  0.000248906
t_subj(HC.hoarding).49            0.180405   0.0160218    0.150138   0.169525    0.179326   0.191916   0.210638  0.000397135
t_subj(HC.hoarding).50            0.172595  0.00556303    0.160183   0.169229    0.173128   0.176493   0.182031  0.000154971
t_subj(HC.hoarding).51            0.238236  0.00578402    0.224639   0.235228    0.239472   0.242287   0.246787  0.000203484
t_subj(HC.hoarding).52            0.219833  0.00521689    0.208868   0.216282    0.220842   0.223493   0.228364  0.000117924
t_subj(HC.hoarding).53            0.132406  0.00999669    0.113408    0.12521    0.132234   0.140198   0.149818  0.000248863
t_subj(HC.hoarding).54            0.150037   0.0164073    0.114552   0.139722    0.150684   0.161505   0.180258  0.000333988
t_subj(HC.hoarding).55            0.199311   0.0140835    0.146791   0.199264    0.203583   0.206363   0.210965  0.000848064
t_subj(HC.hoarding).56            0.223471   0.0112459     0.19982   0.216931    0.224086   0.230733   0.241633  0.000326023
t_subj(HC.neutral).14             0.286712   0.0141879    0.256076   0.277505    0.287372   0.296851   0.311915  0.000282882
t_subj(HC.neutral).15             0.322718   0.0130943    0.299477   0.313558    0.321293   0.331003   0.351048  0.000327756
t_subj(HC.neutral).16             0.748659    0.013949    0.721967   0.738718    0.749421   0.758481   0.774615  0.000332156
t_subj(HC.neutral).17             0.179288   0.0109423    0.158367   0.171394    0.178605   0.187432   0.200513  0.000215753
t_subj(HC.neutral).18              0.34752   0.0264492    0.298085    0.32894    0.343117   0.370571   0.392348  0.000944293
t_subj(HC.neutral).19             0.260727  0.00969287    0.237971   0.255157    0.261646    0.26754   0.276466  0.000235751
t_subj(HC.neutral).20             0.202552   0.0145431    0.166288   0.194008    0.203109   0.214295   0.224077   0.00050047
t_subj(HC.neutral).21             0.250186  0.00689167    0.235828   0.246023    0.250778   0.254929    0.26208   0.00016725
t_subj(HC.neutral).23              0.19859   0.0128097    0.177287   0.190761    0.197178    0.20431   0.232914   0.00027931
t_subj(HC.neutral).24             0.275786   0.0329093    0.216188   0.254604    0.274653   0.292412   0.345673  0.000654006
t_subj(HC.neutral).25             0.204235   0.0197579    0.155394   0.196231    0.207424   0.216622   0.235403  0.000534929
t_subj(HC.neutral).26             0.279883  0.00465292    0.269731   0.277017    0.280216   0.283056   0.287974  0.000107052
t_subj(HC.neutral).27             0.174868  0.00532764    0.163216   0.171749    0.175368   0.178665   0.183738  0.000111133
t_subj(HC.neutral).28             0.231758  0.00937331    0.214618   0.224668    0.232126    0.23872   0.248836  0.000245562
t_subj(HC.neutral).29             0.156269  0.00937035    0.138194   0.150173    0.156036   0.161909   0.175651  0.000189405
t_subj(HC.neutral).30             0.114322  0.00630218     0.10024   0.110363    0.114985   0.118668   0.125246  0.000137558
t_subj(HC.neutral).32             0.224704  0.00709072    0.213213   0.220127    0.223618   0.227716   0.241177  0.000170106
t_subj(HC.neutral).35             0.228758  0.00662032    0.215403   0.224441    0.228833   0.233375   0.240939  0.000148217
t_subj(HC.neutral).36             0.157823  0.00579835    0.144897    0.15471    0.158157   0.161566   0.167911  0.000129466
t_subj(HC.neutral).37             0.199116   0.0158219    0.162648   0.190509    0.201715   0.210285   0.224414  0.000391555
t_subj(HC.neutral).38             0.160111   0.0103984    0.137478   0.153637     0.16021   0.168743   0.176559  0.000308991
t_subj(HC.neutral).40             0.275502  0.00304139    0.269515   0.273514    0.275472   0.277451   0.281595  6.68342e-05
t_subj(HC.neutral).43             0.328192   0.0139509    0.300474   0.319198    0.328346   0.337641    0.35439  0.000335307
t_subj(HC.neutral).44             0.213238  0.00489855    0.203421   0.210147    0.213316   0.216187   0.223898  0.000113427
t_subj(HC.neutral).45             0.141765  0.00484448    0.131813   0.138607    0.142011   0.144956   0.150289  0.000101216
t_subj(HC.neutral).47             0.174567  0.00488046    0.163552   0.171705    0.175062   0.178029   0.182743  0.000130437
t_subj(HC.neutral).48             0.209987  0.00875651    0.191325   0.204581    0.210779   0.216129   0.225154  0.000193561
t_subj(HC.neutral).50             0.216045  0.00549316      0.2047   0.212641    0.216212   0.219585   0.227175  0.000159881
t_subj(HC.neutral).52             0.215847  0.00493341    0.206941   0.212704    0.215324   0.218511    0.22651  0.000106761
t_subj(HC.neutral).53             0.189517   0.0343747    0.132074   0.145756    0.201421   0.218914   0.224158    0.0033231
t_subj(HC.neutral).56             0.274205  0.00531657    0.262568   0.270946    0.274627    0.27795   0.283303  0.000162441
t_subj(HC.neutral).57             0.212287  0.00610085    0.198216   0.208863    0.212842   0.216414   0.222496  0.000152893
t_subj(HC.neutral).58             0.216475   0.0134196    0.186741     0.2088    0.216561   0.225332   0.240631  0.000289217
t_subj(HC.neutral).59             0.120568  0.00546127    0.108766   0.117122    0.120944   0.124356   0.129918  0.000127174
t_subj(HC.neutral).60             0.267517   0.0180816    0.234198   0.255816    0.267713   0.277535   0.309816  0.000524177
t_subj(HC.neutral).61             0.206334    0.013857    0.176668    0.19804    0.207695   0.215872   0.229877  0.000314991
t_subj(HC.neutral).62             0.219643  0.00321926    0.212713   0.217693    0.219868   0.221783   0.225391  7.41214e-05
t_subj(HC.neutral).63             0.202824  0.00473349    0.192879   0.200281    0.203206   0.205751   0.211093  0.000113269
t_subj(HC.neutral).64              0.21465   0.0124399    0.188507   0.206975    0.215265   0.222876   0.237446  0.000264464
t_subj(HC.neutral).65             0.136381  0.00629207    0.122714   0.132632    0.136762    0.14071   0.147492   0.00013848
t_subj(HC.neutral).66             0.232576   0.0147908    0.205076   0.216072     0.23768   0.241998   0.255854   0.00100803
t_subj(HC.neutral).67             0.192357   0.0073798    0.173811   0.188768    0.193588   0.197414   0.203704  0.000190761
alpha(DDA.hoarding)              -0.229415     1.12987    -2.38462  -0.970126   -0.257608   0.510813    2.03479    0.0474582
alpha(DDA.neutral)               -0.884201     1.00657    -2.86612   -1.55229   -0.887208   -0.23193    1.15788     0.027239
alpha(HC.hoarding)                0.439237    0.579734   -0.680671  0.0469107    0.422329   0.809037    1.61665    0.0198576
alpha(HC.neutral)                  1.44063     0.67923     0.18084   0.978293     1.41978    1.88314    2.89665    0.0248831
alpha_std                           3.0444    0.448399     2.30422    2.74079     2.99932    3.29804    4.04519    0.0235612
alpha_subj(DDA.hoarding).1         3.28503     1.64815     1.18073    2.11411     2.86263    4.08763    7.48026     0.041863
alpha_subj(DDA.hoarding).2        -1.82549    0.149102    -2.11746    -1.9247    -1.82497   -1.72805   -1.52674   0.00355035
alpha_subj(DDA.hoarding).3        -3.22989     3.27845    -7.72241   -5.18351    -4.25559   -2.14747    5.00207     0.197344
alpha_subj(DDA.hoarding).4         3.81136     1.63547     1.58648    2.62428     3.48759    4.66902    8.03806    0.0379981
alpha_subj(DDA.hoarding).5        0.025697     3.62077    -7.09258   -2.85585    0.426506    2.69866    6.64184     0.135921
alpha_subj(DDA.hoarding).6          2.7541     1.62309     0.80306     1.6421     2.31876    3.44384     6.9769    0.0451938
alpha_subj(DDA.hoarding).7         -0.3081     2.82538    -5.85643   -2.07494   -0.308253    1.16161    5.82384     0.136887
alpha_subj(DDA.hoarding).8         0.59933     1.75808    -1.85937  -0.446748    0.281167    1.22945    5.27303    0.0507969
alpha_subj(DDA.hoarding).9         1.71401     2.20345     -1.5184   0.162129     1.33226    3.00803    6.67847    0.0685678
alpha_subj(DDA.hoarding).10       -1.61112     3.60064    -7.93157   -4.14011    -1.89905   0.829536    5.72783     0.117846
alpha_subj(DDA.hoarding).11        -1.7037     0.32247    -2.26738   -1.92776    -1.72608   -1.50615  -0.990511    0.0145775
alpha_subj(DDA.hoarding).12       -1.03434     2.94645    -5.41597   -3.02374     -2.0569   0.985292    5.67952     0.133636
alpha_subj(DDA.hoarding).13       -5.98231     1.85182    -9.66594   -6.93142    -5.88509   -5.07388   -2.28613    0.0855372
alpha_subj(DDA.neutral).1          4.20512     1.54522     2.06015    3.09638     3.89195    5.02172    8.05005    0.0401367
alpha_subj(DDA.neutral).2        0.0558147    0.471868   -0.789853  -0.264879   0.0252345   0.353566    1.02304   0.00906748
alpha_subj(DDA.neutral).3         -2.15045     3.38704    -8.15585   -4.60755     -2.3679   0.139177    4.78891    0.0837233
alpha_subj(DDA.neutral).4          3.56387     1.64571     1.16485    2.39334      3.2995    4.44314    7.46815    0.0387128
alpha_subj(DDA.neutral).5       -0.0446775     1.23679    -2.73906  -0.633341  -0.0672271   0.539666    2.65048    0.0377338
alpha_subj(DDA.neutral).6         -1.56783     1.26711    -3.14545   -2.21697    -1.73124   -1.17105    1.45066    0.0298479
alpha_subj(DDA.neutral).7         -4.98201     1.15183    -7.98282   -5.35727    -4.67519   -4.24534   -3.72591    0.0349169
alpha_subj(DDA.neutral).8         -7.38124      1.3435    -10.8003   -8.04384    -7.10863   -6.43638   -5.52202    0.0323821
alpha_subj(DDA.neutral).9           2.9849      1.6653    0.723998    1.78917     2.64228     3.8303    7.20542    0.0402094
alpha_subj(DDA.neutral).10        -2.43327     2.99118    -7.91309   -4.46456    -2.66377  -0.468078     3.7932     0.110319
alpha_subj(DDA.neutral).11        -1.05625    0.277513    -1.53383   -1.24596    -1.08266  -0.896839  -0.431634   0.00896032
alpha_subj(DDA.neutral).12        0.143566     3.59038    -7.43699   -2.39027    0.719531    2.65426    6.17363     0.148291
alpha_subj(DDA.neutral).13        -4.19251     1.66021    -7.73857   -4.94854     -4.1615    -3.4052  -0.858793    0.0511657
alpha_subj(HC.hoarding).14         1.60611     1.82677    -0.83393   0.371052     1.15036     2.4699    6.11385    0.0464026
alpha_subj(HC.hoarding).15        0.116666    0.342859    -0.55078  -0.110549    0.110423   0.340711   0.804615    0.0080452
alpha_subj(HC.hoarding).16        -1.69273     3.57738    -7.82596   -4.40098     -1.9782   0.671732    5.78731      0.11527
alpha_subj(HC.hoarding).17         -1.1971     1.88552    -4.27803   -2.27128     -1.5427  -0.450197    3.85193     0.063841
alpha_subj(HC.hoarding).18        -2.60998    0.635573    -3.35884    -3.0091    -2.78709   -2.47123  -0.779362    0.0307594
alpha_subj(HC.hoarding).19          1.0417     2.27011    -2.57051  -0.465343    0.718299    2.23024    6.38842    0.0856962
alpha_subj(HC.hoarding).20        -2.08925    0.210553     -2.5068   -2.23085    -2.08843   -1.94808   -1.67155   0.00483442
alpha_subj(HC.hoarding).21        0.928713    0.811638  -0.0832755    0.45958    0.788126    1.20622    2.81991    0.0186628
alpha_subj(HC.hoarding).22       -0.743336    0.366219    -1.40442  -0.992669   -0.761079  -0.505423   0.037416    0.0141993
alpha_subj(HC.hoarding).23         2.75202     1.83625    0.506257    1.48801     2.22389    3.56948    7.49904    0.0492397
alpha_subj(HC.hoarding).24          2.0007      1.8756   -0.314461   0.724237     1.50992    2.77789    6.80932    0.0527322
alpha_subj(HC.hoarding).25       -0.747242     2.42309    -3.35849   -2.52046    -1.70375    0.55154    5.49549     0.140308
alpha_subj(HC.hoarding).26        -2.18272     3.19221    -7.19356   -4.27681    -2.94489  -0.474137    5.15236      0.10201
alpha_subj(HC.hoarding).27        -1.00221    0.828055    -2.15892    -1.5782    -1.10742  -0.581596    0.72585    0.0227042
alpha_subj(HC.hoarding).28         1.48674     2.21046    -1.80328  -0.115827     1.07571    2.76268    6.53053    0.0613313
alpha_subj(HC.hoarding).29        0.809175     3.86416    -5.18434     -3.544     1.70634    3.61828    7.59569     0.304269
alpha_subj(HC.hoarding).30         3.76702     1.79703     1.11245     2.4808     3.47881    4.72834    8.05081     0.040535
alpha_subj(HC.hoarding).31        -1.02173     3.23285    -6.80593   -3.27093    -1.43275    1.02862     5.9703    0.0778288
alpha_subj(HC.hoarding).32       -0.125463     1.72295    -2.36535   -1.20134   -0.533957   0.419902    4.63648    0.0799878
alpha_subj(HC.hoarding).33        0.905103    0.825936   -0.187927   0.406002    0.770651    1.21834    2.85319    0.0170737
alpha_subj(HC.hoarding).34        -1.59764    0.725247    -2.83973   -2.08302    -1.66983   -1.16753 -0.0635582    0.0205441
alpha_subj(HC.hoarding).35       -0.203638     1.35854    -1.73718   -1.01655   -0.540858   0.176755    3.51725    0.0487986
alpha_subj(HC.hoarding).36       0.0398166     1.07713    -1.44684  -0.611226   -0.120135   0.441905    2.93257    0.0450055
alpha_subj(HC.hoarding).37         1.37703     1.47681   -0.391096    0.47554    0.997781    1.80019    5.72781    0.0372264
alpha_subj(HC.hoarding).38         2.58708     2.38359    -1.77289     1.1454     2.36473    3.93106    7.73631    0.0539073
alpha_subj(HC.hoarding).39          2.6874     1.81161    0.331915    1.39431     2.24768    3.56411    7.30228    0.0444682
alpha_subj(HC.hoarding).40       -0.254486    0.332284   -0.901002  -0.475484   -0.258356  -0.049044   0.432777   0.00922988
alpha_subj(HC.hoarding).41         3.50409     1.73314     1.19552    2.22082      3.1411    4.42674     7.8463    0.0385548
alpha_subj(HC.hoarding).42         4.66922     1.72202      2.1504    3.44144     4.36319    5.58339    8.81867    0.0421829
alpha_subj(HC.hoarding).43        -1.34443      1.4091    -3.45393   -2.38689    -1.49237   -0.50687    1.67292    0.0694153
alpha_subj(HC.hoarding).44        -1.90998     3.49313    -7.32103   -4.36612      -2.762   0.321662    6.05173     0.113733
alpha_subj(HC.hoarding).45         1.46254     1.79585   -0.768822   0.192354      1.0282    2.23909    6.05513    0.0412586
alpha_subj(HC.hoarding).46        -2.11231    0.428304    -2.92938   -2.41432    -2.12611   -1.82639   -1.22443    0.0142021
alpha_subj(HC.hoarding).47        -1.01248     3.42342    -7.07575   -3.47428    -1.41824    1.43437    6.15979    0.0901143
alpha_subj(HC.hoarding).48        0.305315     2.57093    -3.44712   -1.66512  -0.0797201    1.84645    6.24253    0.0938001
alpha_subj(HC.hoarding).49        -1.57742     3.27266    -7.93238    -3.4382    -1.35027  -0.160599    5.66416     0.140495
alpha_subj(HC.hoarding).50         2.96869     1.58453     1.08641    1.89419     2.55533    3.53506     7.1657    0.0389586
alpha_subj(HC.hoarding).51       -0.878831    0.261356    -1.38368   -1.05714   -0.882859  -0.697787  -0.379004   0.00840175
alpha_subj(HC.hoarding).52          1.0843      1.3843   -0.712666   0.231249    0.781334    1.58699    5.03003    0.0314321
alpha_subj(HC.hoarding).53         2.98712     1.63723    0.891545    1.80907     2.59798    3.81116     6.9937    0.0376623
alpha_subj(HC.hoarding).54         1.52599     2.08333    -1.87933   0.142918     1.16963     2.6584    6.35917    0.0613276
alpha_subj(HC.hoarding).55        0.772612    0.971737   -0.442741   0.203718    0.592436    1.07979    3.30954    0.0250383
alpha_subj(HC.hoarding).56         2.03093     1.36971    0.461366    1.14668     1.64962    2.47627     5.9382    0.0375447
alpha_subj(HC.neutral).14        -0.239586     1.93457    -2.69113   -1.50241   -0.646377   0.414925    5.34699     0.071742
alpha_subj(HC.neutral).15          4.25546     1.95443     1.54061    2.82739     3.86519    5.32662    8.89803    0.0490461
alpha_subj(HC.neutral).16          1.79351     3.11431    -3.32724  -0.856876     1.99169    3.92584    7.92684     0.107782
alpha_subj(HC.neutral).17          3.36037     2.49874    -1.89734    1.84749     3.28211    4.88422    8.45831    0.0772298
alpha_subj(HC.neutral).18          4.11551     2.05852    0.939949    2.66066     3.84541    5.27847    8.86218    0.0433139
alpha_subj(HC.neutral).19        -0.036176    0.788798    -1.40883  -0.498206  -0.0549898   0.377101    1.40983    0.0267904
alpha_subj(HC.neutral).20         -1.90434    0.307446    -2.42519   -2.11832    -1.92818    -1.7172    -1.2173    0.0123981
alpha_subj(HC.neutral).21          1.87535     1.40537    0.342994    1.01361     1.49859    2.25681    5.90207    0.0372512
alpha_subj(HC.neutral).23          3.33814     1.99326    0.662668    1.89104     2.90608    4.39399    8.31334    0.0488696
alpha_subj(HC.neutral).24          2.03903     2.54188    -2.77536   0.425163     1.77023    3.53678    7.68235    0.0740134
alpha_subj(HC.neutral).25         0.750289     3.54391    -5.84356   -1.89697     0.92274    3.15102    7.59459     0.101959
alpha_subj(HC.neutral).26           4.1731     1.87296     1.73191    2.79769      3.7435    5.15636     8.8799    0.0434718
alpha_subj(HC.neutral).27         0.360168     3.51869    -6.21712   -2.23651    0.445956     2.7331    7.50713     0.108297
alpha_subj(HC.neutral).28         0.298533    0.699642   -0.604297 -0.0859862      0.2004   0.545003    1.73801    0.0175956
alpha_subj(HC.neutral).29          2.63795      2.2083   -0.268165   0.950106     2.15462    3.90035    7.90716    0.0533183
alpha_subj(HC.neutral).30          2.37697      2.1705   -0.857583   0.855499     1.95995    3.58987     7.4503    0.0548638
alpha_subj(HC.neutral).32        0.0756013    0.627583   -0.966073  -0.309121   0.0268368   0.388542    1.36162    0.0155789
alpha_subj(HC.neutral).35          2.48624     1.72444    0.503111    1.33049     1.94914    3.12692    7.24789    0.0436785
alpha_subj(HC.neutral).36          1.09756     2.47836    -2.72754  -0.609155    0.749924    2.41979    6.78102    0.0809929
alpha_subj(HC.neutral).37          2.19479      1.8644    0.101109   0.990312     1.66897    2.75575    7.35747    0.0502398
alpha_subj(HC.neutral).38         -0.42702     3.06363    -4.69507   -2.74093    -1.12268    1.58265    6.51135     0.101258
alpha_subj(HC.neutral).40         -1.66389    0.283086    -2.19938   -1.86156    -1.65733   -1.46953   -1.11214   0.00863824
alpha_subj(HC.neutral).43          4.04765     1.90019      1.5511    2.64266     3.61671    5.01809    8.82877    0.0473884
alpha_subj(HC.neutral).44         0.773618     1.00767   -0.471755    0.23466    0.624157    1.06947    3.15813    0.0237774
alpha_subj(HC.neutral).45          1.77547     3.30231    -5.33539 -0.0813407     1.98795    3.86517    8.00334    0.0958352
alpha_subj(HC.neutral).47        -0.547305     3.48147    -6.36922    -3.0499    -1.02676    1.86055    6.77668    0.0935738
alpha_subj(HC.neutral).48         0.207474     2.98195    -3.61024   -2.22543   -0.556097    2.24863    6.91109     0.131044
alpha_subj(HC.neutral).50          4.01392      1.9568     1.42431    2.59322     3.55233     5.0376    8.87753    0.0485509
alpha_subj(HC.neutral).52        -0.683099    0.401867    -1.48648  -0.944665   -0.685072  -0.415275  0.0911295   0.00727965
alpha_subj(HC.neutral).53           4.7223     1.87387     2.00713    3.34439     4.40817    5.77048    9.20354    0.0494125
alpha_subj(HC.neutral).56          1.43923     1.08626    0.228031   0.811967     1.19913    1.73802    4.36247    0.0251782
alpha_subj(HC.neutral).57        -0.516539    0.398674    -1.24146  -0.793043   -0.530275  -0.250625   0.302956    0.0162594
alpha_subj(HC.neutral).58        -0.133538     3.43602      -5.983   -2.74034    -0.42391    2.30903    6.82792    0.0904924
alpha_subj(HC.neutral).59          1.34846     2.01943    -1.40187  0.0763938    0.894079    2.06923    6.84519    0.0632122
alpha_subj(HC.neutral).60          4.79871     1.81941     2.19248    3.51206     4.49174    5.75843    9.35439    0.0430615
alpha_subj(HC.neutral).61        -0.802163      3.8493    -7.15174   -4.06987   -0.521911    1.94457    6.85501     0.168031
alpha_subj(HC.neutral).62          1.31427     1.12526 -0.00144211    0.62655     1.06397     1.6355    4.52737    0.0291967
alpha_subj(HC.neutral).63          2.58128     2.05998   -0.105532    1.08579     2.10429    3.60354    7.77299    0.0736383
alpha_subj(HC.neutral).64        -0.197777     3.63816    -6.37455   -2.96453   -0.683318    2.41574    7.18288      0.11832
alpha_subj(HC.neutral).65           4.1296     2.02886     1.08196    2.71258     3.78537    5.30191    8.83438    0.0478938
alpha_subj(HC.neutral).66          1.17946    0.951318    0.110783   0.654434       1.001    1.39512    3.98807    0.0246151
alpha_subj(HC.neutral).67         -1.06497    0.726508     -2.1789   -1.60791    -1.15452  -0.614065   0.547952    0.0325849
pos_alpha(DDA.hoarding)          0.0145981     1.51129    -2.76167   -1.04497  -0.0162101   0.977516    3.17764    0.0639272
pos_alpha(DDA.neutral)           0.0465856     1.39539    -2.63389  -0.868921   0.0133862   0.977165    2.80396    0.0461281
pos_alpha(HC.hoarding)             2.94757     1.05988     1.13891    2.20479     2.87076    3.57581    5.30053    0.0520807
pos_alpha(HC.neutral)              3.21286     1.06305     1.32006    2.48943     3.13882    3.86842    5.56905    0.0457153
pos_alpha_std                      4.20521    0.782879     2.94635    3.62491     4.10862    4.67952    6.01251    0.0523717
pos_alpha_subj(DDA.hoarding).1     2.70315     2.36126    0.154315    1.09396     1.98074    3.55164    9.10595    0.0654196
pos_alpha_subj(DDA.hoarding).2     4.37035     2.53915     1.16749    2.44783     3.69219    5.80142    10.6025    0.0708064
pos_alpha_subj(DDA.hoarding).3    -2.31537     3.75383    -6.54057   -4.26398    -3.66079   -2.27653    7.84086     0.216975
pos_alpha_subj(DDA.hoarding).4     5.05623     2.42475     1.69877    3.29757     4.59326    6.31567    11.0163    0.0707635
pos_alpha_subj(DDA.hoarding).5    -3.05392     4.66191    -10.9078   -5.85246    -4.09895  -0.569419    7.57674      0.16974
pos_alpha_subj(DDA.hoarding).6    0.601625     1.78833    -1.36234    -0.3658    0.204575   0.967033    5.73407     0.085731
pos_alpha_subj(DDA.hoarding).7    -1.06799     4.20359    -8.18527   -3.58763    -2.20704    1.34886     8.6885     0.197014
pos_alpha_subj(DDA.hoarding).8   -0.981322     2.79456    -3.53755   -2.54313    -1.90535  -0.827407    7.29544     0.126921
pos_alpha_subj(DDA.hoarding).9     1.22061     3.39689    -3.73014   -1.25846    0.806617    3.10748     9.4462     0.175084
pos_alpha_subj(DDA.hoarding).10   -2.22262     4.88346     -10.533   -5.51889    -3.15781    1.24137    7.98081     0.158315
pos_alpha_subj(DDA.hoarding).11   0.174047    0.325879   -0.488713   -0.03591    0.176819    0.39265   0.818173    0.0110206
pos_alpha_subj(DDA.hoarding).12   -1.73044     5.35912    -10.8412   -5.92938    -2.24205    2.25454    8.97296     0.284326
pos_alpha_subj(DDA.hoarding).13    -3.0276     1.42913    -5.53419   -3.48657    -2.93762   -2.50061   -1.56513     0.072653
