,a(DDA.hoarding),a(DDA.neutral),a(HC.hoarding),a(HC.neutral),a_std,v(DDA.hoarding),v(DDA.neutral),v(HC.hoarding),v(HC.neutral),v_std,t(DDA.hoarding),t(DDA.neutral),t(HC.hoarding),t(HC.neutral),t_std,alpha(DDA.hoarding),alpha(DDA.neutral),alpha(HC.hoarding),alpha(HC.neutral),alpha_std,pos_alpha(DDA.hoarding),pos_alpha(DDA.neutral),pos_alpha(HC.hoarding),pos_alpha(HC.neutral),pos_alpha_std
0,1.6053802224025322,2.9853967447635883,1.4752093270999183,2.4012227510260535,0.5248783769963228,2.530656971566727,4.308278686338199,2.5755920699694452,5.833526275080638,2.3302608335840143,0.29137407449892994,0.18049803774985823,0.23960285112475926,0.12258395745364943,0.07971565359976909,-0.6686319661801438,-10.725593487679705,-0.011237758259528836,-7.299393740120718,2.165457649486091,6.004077731022982,-0.2329107002916399,2.681335259671771,1.9873904143476175,2.1986097319248747
1,1.6540874409564803,3.196813688244709,1.3870475539043103,2.350118895383294,0.5241362077170942,1.295789391890878,4.825260985917193,2.3090702319210807,7.132326123994463,2.1808620982038316,0.3161315793094918,0.15488747415350756,0.24711395664585212,0.14041667083036885,0.07555839956080071,0.03188416924396775,-11.545530242882597,0.3703504516400359,-7.039296280517414,2.4294644678074593,2.7048078969308573,-1.3503519502229406,2.3836385571284855,2.8017495406654827,2.797938172694442
2,1.8418611154423108,3.0439837051236496,1.5519687626627228,2.3915256873230812,0.4784562979052501,-0.17353074663500379,3.812176309056798,2.3954598520274137,6.903946470300047,2.2837007630198514,0.3504692008337268,0.14380950093176667,0.24820654973132147,0.14219561071378203,0.0834767606112814,0.08187602524607632,-10.78424217242191,0.010954774376739695,-6.8952458168753665,2.017476883145437,4.094039896843459,0.8431127554231351,3.3716982634477732,2.087856560807389,2.7546922918798877
3,1.3210575570157048,2.986654018983903,1.3172791156442913,2.4473662597073793,0.5220874467683713,1.9076706853512215,4.87205957629144,2.5104978998208733,6.855963538920214,2.0849226810072072,0.3420748193869154,0.13145692766566308,0.23765467702258677,0.15513177552625923,0.08445938920428037,1.0667270934890785,-11.347940803738394,-0.007233337080466945,-7.0622273312252535,2.10970391636661,3.920811458331066,0.9860877513736207,3.4917477103219006,1.948805041868329,2.9230523619496407
4,1.661092403279088,2.750331465370084,1.3158610422353163,2.3752054879378126,0.5287217208557065,0.47047019931672096,6.270476955942044,2.6671771009945155,6.519132116440374,2.437250017541278,0.28764992081242585,0.13707254008447545,0.2393236625329624,0.1500383203237295,0.08713017041033742,0.652997023936439,-10.197661638860728,0.15705610985244917,-6.514479166483521,2.437428743591991,6.099590019861628,0.044021956365322634,3.0594872422172927,2.307664793519743,2.8704023909662
5,1.7560959040075756,3.1354829755785047,1.3547588365275949,2.4348921463233997,0.5283910872952153,1.6009624070374235,4.3951573515934435,2.157709246946724,6.550339465594622,2.2122123747204254,0.24947423728011192,0.14898239825727416,0.2449222126328876,0.1388191932186609,0.08448296188687383,0.08041395364158324,-10.804505410871595,-0.30549787273272344,-6.476852201655386,2.2162848015401426,4.458315419627042,1.7436476967377441,2.4076541279959778,2.1669600579107824,2.7792140707297586
6,1.7776953774056095,3.0593721128324645,1.5493400254548435,2.454170176321286,0.5670367993662939,1.1046624059294758,5.5699000467426085,2.4759320975705537,6.117540114848842,2.0719606426351596,0.3037009917813003,0.16055726265317027,0.25190098888542956,0.13475730950243472,0.08911861848174994,-1.1022756135353642,-9.21273079186613,-0.17390869105333598,-6.240058533570527,2.230725908019244,5.677224022706603,0.5167666067851909,3.1159304702242943,3.4869006241170344,3.453429094487244
7,1.4155980842485425,3.038784817618679,1.524540762029008,2.4674656390775667,0.5382884024029562,1.9329275243124733,5.985938331825155,2.705264756020842,6.370109359497513,2.4047204456405833,0.29028920053647894,0.14856308403596874,0.2400910880844426,0.1288776781541509,0.08580530532217236,-0.6204893475242452,-8.198144206974547,0.1261425548289598,-7.023576442688022,2.3975067089425655,7.360586267826433,1.1620006772458678,3.1233446481248524,3.2727423810436456,3.0586567170421466
8,1.760726544377322,3.0885482644560263,1.3811312895799488,2.323947250002563,0.5190012180823261,1.7566543947136513,4.395098549346618,2.1030987014194165,5.914139620955289,2.369590793234801,0.31496977936486203,0.13826556256222378,0.24185663569093746,0.1326319280068044,0.08674716495743866,0.3780209036515545,-9.257175420989304,-0.09587911918819715,-6.043125562439274,2.346767767784223,6.418589792136755,-0.03444804006212693,2.4400188614439484,2.1315724316294773,2.585389859097914
9,1.7143067283060593,3.023715697864514,1.5027226656845105,2.5164199770559117,0.520600536300629,0.747491129827055,5.52865717111704,2.240428263308167,6.960952909160616,1.973416163893412,0.31697815427898146,0.13393352421217464,0.2322382226611774,0.10257569232936578,0.07087139224361015,-0.10551205123514229,-9.805166110714419,0.3910155989121325,-6.316773665841609,2.1907347705142266,5.206084914515742,0.6937155854362088,2.3333669721362966,2.7579360430959596,3.1281097252896766
10,1.6051765595981546,2.946028522196471,1.4941477972847133,2.4608324612667474,0.486524962031042,0.2873296187751839,5.629863781728615,2.315840475095808,6.159655269726934,2.003764143798535,0.2805991704028689,0.13131856694216784,0.21690299132267318,0.1232588961844011,0.07055776193738328,0.3511446643276992,-10.24312300058545,-0.5260291091702103,-6.489126779047807,2.2993997488442517,5.527050933754871,-0.4136709480276015,2.9762214765788277,2.8872723768269837,3.393377600942134
11,1.374687823173066,3.0944522823988905,1.4800929689822548,2.3662392623404465,0.5200169399905442,1.731316717644586,6.715882977964587,1.7328620392850451,7.054853153997784,2.1163124538284275,0.3165324812870112,0.20084557525284968,0.22842853613262767,0.14147386226731726,0.08293389204046266,-0.43765749573639895,-7.869375155890547,-0.30687385998559147,-6.535072428389979,2.5820319177920004,3.399325281124262,2.3663757554775686,2.9614272786982236,3.4373819887646673,3.3965769329948934
12,1.4118676715456058,3.0149352242059817,1.4476736464834137,2.535848733874537,0.5864507319131775,1.9767440231706996,5.505285322978715,2.295252495300737,6.305824025487819,2.2740724815322095,0.2857845241261691,0.16444036081572766,0.24054487736456204,0.13674292635175106,0.07741591015340382,0.5183117756052105,-7.9300140216905035,0.5456374224394451,-7.9454388498894275,2.698620434673936,5.673800976098069,2.0441524148999726,3.083431944654916,3.2168310117831735,2.5128129499838447
13,1.1927682937050792,3.2851640503036177,1.6239467192206503,2.366784711606866,0.6277689766331337,0.7182571129502189,6.259544612146346,2.6198847554524365,6.556797109768607,2.1397594803683626,0.27454518995753363,0.15111790366721495,0.2448142803945637,0.12531824088545918,0.08044250960227767,1.1648797223887075,-7.921067885197557,0.0746315427311543,-7.725804336376557,2.908800620093985,4.5029553043499035,3.100696728841128,2.294858493327655,2.9109882611422453,2.42137099248548
14,1.526773661505004,3.208177898880943,1.4016964074000207,2.328514666153272,0.482063997961633,1.3224606512389607,4.371228206924676,2.4582598548105805,6.73817775684625,2.1899837747802486,0.263623720920988,0.14519262305236252,0.2290396125847774,0.1252767489523552,0.07524418408237597,0.07921630595102955,-8.088694501922822,0.2764364921670799,-8.948623312553686,2.9908092681845364,4.759105110817986,3.092113082370698,3.2400755348618375,2.489264156089724,2.7192283963676758
15,1.7987024235336726,3.06414620270637,1.4331951966912033,2.5406411149829093,0.5866117798738218,1.5524344050003167,5.091414040060025,2.097530218727993,5.896078021474995,2.1239513446626477,0.3075063977035082,0.1889207750065136,0.24251133465397137,0.13020317439413226,0.07511230229637003,0.11523986413974677,-6.860950303200195,0.011148421818627074,-8.85660604575854,2.959550005405647,4.252381737137253,1.7014509439643102,3.1119279021585893,1.4500808639273588,2.816550608598549
16,1.4831493247593615,3.04924799312962,1.446093359844662,2.602105449916902,0.5221929754505972,2.1363982832143398,4.7435660583680725,2.6428440365775643,6.509296254919516,2.419935688815813,0.269371231459252,0.18053689942708726,0.2536900590414273,0.11401386004981974,0.08338198009154418,0.603408987797582,-8.726886531396367,-0.16764811617416728,-7.941338390958403,3.0233480806295763,2.705660094873472,1.1408895919931603,2.742822485535065,1.4870941949241703,2.662241101086383
17,1.3989758620530899,3.141493921410745,1.4773352853415092,2.3683848096439073,0.5263957616759938,2.582891366794237,5.750992041290837,2.866795798113122,6.381967803763907,2.500120976018799,0.2646898001347531,0.1469283885777628,0.225095693820989,0.13781207041452473,0.07687037554456577,-1.6737825417090604,-9.60344624827379,-1.05563205332643,-7.390106627766726,2.7880934390897836,4.749886697155235,1.1658235466327964,2.0610555659086813,1.8623702468299903,2.5561933012375766
18,1.4339733930865741,3.13145914192823,1.4197448274843847,2.34426332935893,0.47181836760927287,2.1983061431447823,4.96376904594866,2.6925283292801137,6.543282819691953,2.2331364367009514,0.3466022586953955,0.13726554801898488,0.23966055451988047,0.14017607531582074,0.08016884232638107,-1.8169215216465735,-8.310071264711322,-0.24127258403772023,-7.442248439687944,2.875699669111708,1.7552258542908208,1.2217240610848497,1.7377422996271372,2.436519458384152,2.3954100473021276
19,1.5094749275892703,3.33411385259544,1.4558234145018485,2.303615828425558,0.5001404559359824,3.3629438362437316,4.006163120780513,2.729119713791432,6.325834857935406,2.1231665111230558,0.3099610922085542,0.15987288145909634,0.2421935639517043,0.14120747244703902,0.0793162697421354,-1.3049699260173881,-9.975285464991392,-0.6390923985401357,-6.736961309186086,2.872771027690106,1.6348389611474121,-0.1258820196407683,2.1695677108885922,3.035202226684943,2.4505003576910758
20,1.5512850725443332,2.9513468853834848,1.3969944846625642,2.4735834422303227,0.46382031648893685,2.2724892275680872,5.070010324746869,2.8474150418259003,6.540617388361027,2.2290340405353106,0.30024094611604196,0.176673417718598,0.2540977062032729,0.151277607240992,0.08113359195636863,-1.2710688362277804,-10.113441720824367,-0.3122085717823558,-6.719070992151037,3.072770771861398,1.8656506947180065,0.6180089762363826,1.2108976502096307,2.1046919906902852,2.8509686806263344
21,1.6539876771696351,3.404271839058019,1.4160082600787538,2.510248207819406,0.5683044491754179,1.1235874837466235,5.428202166924157,2.685850385322852,6.394867033070008,2.535361007385708,0.30398812850221074,0.1630952667898561,0.2501069440314037,0.1256679792356446,0.08722615591235541,-1.0806382849045022,-8.855883858936437,-0.078262096915651,-6.872855896397842,3.3339605298570074,-0.9625429290749938,0.21681280442467177,2.3494192917246335,1.4152711590013973,2.170174643711225
