,a(DDA.hoarding),a(DDA.neutral),a(HC.hoarding),a(HC.neutral),a_std,v(DDA.hoarding),v(DDA.neutral),v(HC.hoarding),v(HC.neutral),v_std,t(DDA.hoarding),t(DDA.neutral),t(HC.hoarding),t(HC.neutral),t_std,alpha(DDA.hoarding),alpha(DDA.neutral),alpha(HC.hoarding),alpha(HC.neutral),alpha_std,pos_alpha(DDA.hoarding),pos_alpha(DDA.neutral),pos_alpha(HC.hoarding),pos_alpha(HC.neutral),pos_alpha_std
0,1.4669831445244461,1.5090670160958608,1.3745292548532948,1.2509876417361332,0.2750956146361762,1.508780021926333,2.9047267549926943,1.614592718305145,2.318719009561911,2.459538341343652,0.2753418740859543,0.303055506338185,0.24800933798036567,0.21688447107608883,0.08226003193790779,-0.21698831126337836,-0.12796954383045733,-0.14030378555662143,1.320885176834196,2.349025736601802,-1.090619139407725,0.4218112741412054,2.548248434256232,2.2851046151418775,2.8618378710855907
1,1.4481359835056746,1.4269419572954007,1.3455900314503337,1.2150273278084436,0.28451010205429716,2.739903768190052,3.6155077778830167,1.54032149041018,2.2476044437476093,2.4765397118554855,0.3215484263392994,0.2643253922473734,0.2488601127404576,0.23240933879211081,0.08412800755964955,0.8837055498574844,-0.3072305285515796,-0.8282495742230602,1.4108485892666278,2.6211262929247767,0.32962187839105417,-0.5062448069899775,2.83143705176056,2.142762776071223,2.6701495340181522
2,1.502958544712576,1.4102749941539114,1.3649281856952387,1.2952465579459882,0.2745192362459946,3.5444337874849023,1.346105672329054,1.4507462446325046,1.2183900495658544,2.471365054232471,0.32556232755181336,0.33825441479559604,0.21246535040485182,0.23454138328282767,0.08728097469183221,-0.2158149225650056,-0.17102566332829894,-0.21750092879248284,1.9235548237843052,2.799131562178264,-0.23083250748624373,-1.7711344409999428,2.784686171830617,2.5877422439659292,2.875110821542402
3,1.3991499848843625,1.4626522593079532,1.4125258563902687,1.1756628003033167,0.28668297454402214,3.434420175167924,3.830296889645691,1.384135326279301,2.0929499081270695,2.488591084950012,0.30079610700915516,0.3480637883515041,0.2777545169312604,0.2424433431966121,0.08698855799260677,1.6100628362552591,-1.4763202294357929,0.43124749447278493,1.0238726330121992,2.8465875950577386,-1.321933830374648,-0.9759417995308641,2.8238071197861814,3.0916700460343747,2.6636196907057306
4,1.6880581608868706,1.5525188957790679,1.4065186400268623,1.201899904191371,0.2909923572764461,2.1780104884672538,3.7274696544259087,1.3041441763890655,2.139807354055202,2.6936992212819098,0.3426946296470631,0.25417492441431516,0.2469072756661767,0.24144847870628355,0.09162212440401149,-1.7783924423947883,-0.7084665732739965,1.6218007510697539,2.9243561675398837,3.496700004211193,0.3881811535380766,-0.4942360329222641,3.680364153877327,3.8480405155761757,2.770694243678038
5,1.3045874029695923,1.563672220053314,1.324598469447396,1.2183987774998142,0.2832256848622053,3.21780878677485,3.1060018773859683,2.2282196919569026,1.6996894161305687,2.80595569295057,0.31586891331626676,0.30162927491911634,0.2484328117349017,0.24040173233093728,0.08737131717586114,-0.8177896287405035,-2.6645655088576836,1.018420773967052,3.246358712576056,3.5771783538359703,2.1012872342543485,-0.27758624998231973,3.1802264278012964,4.11937133186908,3.667529120490697
6,1.2370983721409157,1.5778321025039954,1.42622135686466,1.1946147385212478,0.281590016706222,2.6011676686738285,2.958558257811393,1.5194484966426225,0.9088652003529101,2.9324130449270482,0.29744163202390905,0.3021072850927501,0.23061584846611752,0.2348245897376744,0.08927528488341954,-1.344358555083224,-1.2850894925899827,1.1500976021613316,1.5585690704535486,3.746667521631335,2.3526329738381957,-0.6349796443309321,2.9440055282886237,3.9112139202208267,3.124505197094811
7,1.6407706113542573,1.467228111371508,1.4085184362430307,1.2168137378843857,0.2604557824562568,2.121371336806299,5.4050137975365145,1.3055654901340925,2.3631965590657487,2.887525905475318,0.324885659351739,0.3037226646458169,0.2485985196980356,0.22168387815785032,0.0866519296245847,-1.9529567485182997,-0.4461474420167335,1.0099569828449133,1.6897946173886835,3.344721972317269,1.6328185092753489,-0.6145196371919851,1.9462757838518427,3.521190335481694,3.4022416266198134
8,1.5951641335587028,1.3989438642133334,1.3473819433956984,1.1748104092580243,0.2987490397873427,4.228829204075538,4.470632221822933,0.9674773744399847,1.9164273701647707,2.8673054871252863,0.3209185248276253,0.26699919365176794,0.2503561348518111,0.22280714434723778,0.0864039579736157,-1.1494709303102386,-1.0556970387722533,2.2050192487690445,1.5071903864344431,3.354757163857067,1.9647243889300763,0.2372657665350777,3.3621061029263943,4.043530245650495,3.832947717639788
9,1.4876484032499915,1.5297942902748685,1.347038308166472,1.1941434470095396,0.2869514194602546,2.293721515506555,3.5549549305036683,1.4887911137497272,1.8681430964344177,2.49837069270655,0.32079985794178567,0.3087447948081,0.24614784885929356,0.21258729839183907,0.08702937122380944,-1.3290419019760291,-0.6059392909728968,0.645590523348689,2.1330807330252104,3.2709055365218873,0.7041881676185444,1.3314355737162753,3.0711188077464464,2.8019953617108464,3.819419990923814
