response,stim,rt,trial,feedback,subj_code,q_init
1,neutral,0.262,38,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.441,39,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.501,40,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.593,41,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.596,42,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.910514713888309,43,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.398,44,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.616,45,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.387,46,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.521,47,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.714,48,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.607,49,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.742,50,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.967,51,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.556,52,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.655,53,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.665,54,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.767,55,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.667,56,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.56,57,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.384,58,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.519,59,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.63,60,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.569,61,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.632,62,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.483,63,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.704,64,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.614,65,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.779,66,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.499,67,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.493,68,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.628,69,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.454,70,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.319,71,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.622,72,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.58,73,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.406,74,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.455,75,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.394,76,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.747,77,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.441,78,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.36,79,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.389,80,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.361,81,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.361,82,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.352,83,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.471,84,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.535,85,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.435,86,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.384,87,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.48,88,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.402,89,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.428,90,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.452,91,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.466,92,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.382,93,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.482,94,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.453,95,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.593,96,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.43,97,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.44,98,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.403,99,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.407,100,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.415,101,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.521,102,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.369,103,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.39,104,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.461,105,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.398,106,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.527,107,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.549,108,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.388,109,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.961,110,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.552,111,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.392,112,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.334,113,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.629,114,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.408,115,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.45,116,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.598,117,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.422,118,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.451,119,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.365,120,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.393,121,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.368,122,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.631,123,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.408,124,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.42,125,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.47,126,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.41,127,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.423,128,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.468,129,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.573,130,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.336,131,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.432,132,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.367,133,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.501,134,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.537,135,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.535,136,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.489,137,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.451,138,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.525,139,0,pa_me_1968_07_10_05_f,0.5
0,neutral,0.559,140,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.412,141,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.408,142,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.435,143,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.391,144,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.336,145,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.369,146,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.399,147,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.371,148,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.364,149,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.389,150,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.342,151,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.311,152,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.547,153,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.357,154,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.464,155,0,pa_me_1968_07_10_05_f,0.5
1,neutral,0.323,156,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.395,157,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.432,158,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.396,159,1,pa_me_1968_07_10_05_f,0.5
1,neutral,0.438,160,1,pa_me_1968_07_10_05_f,0.5
0,neutral,0.855179084626112,1,1,an_ve_1958_08_15_010_f,0.5
0,neutral,2.406,2,1,an_ve_1958_08_15_010_f,0.5
1,neutral,1.913,3,0,an_ve_1958_08_15_010_f,0.5
1,neutral,0.789756747466139,4,0,an_ve_1958_08_15_010_f,0.5
1,neutral,0.789849717316862,5,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.833,6,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.584,7,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.279,8,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.849,9,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.269,10,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.079,11,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.241,12,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.135,13,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.886,14,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.357,15,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.92,16,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.335,17,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.833,18,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.981,19,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.974,20,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.941,21,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.802,22,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.176,23,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.51,24,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.007,25,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.925,26,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.926,27,1,an_ve_1958_08_15_010_f,0.5
1,neutral,1.502,28,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.583,29,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.036,30,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.896,31,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.155,32,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.323,33,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.514,34,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.118,35,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.94,36,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.904,37,1,an_ve_1958_08_15_010_f,0.5
0,neutral,2.056,38,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.939,39,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.875,40,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.959,41,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.966,42,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.876,43,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.065,44,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.006,45,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.93,46,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.888,47,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.843,48,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.813,49,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.226,50,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.967,51,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.862,52,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.857,53,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.801,54,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.14,55,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.131,56,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.744,57,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.836,58,0,an_ve_1958_08_15_010_f,0.5
1,neutral,0.985,59,1,an_ve_1958_08_15_010_f,0.5
0,neutral,2.047,60,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.841,61,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.751,62,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.327,63,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.817,64,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.863,65,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.032,66,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.911,67,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.896,68,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.536,69,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.844,70,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.91,71,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.873,72,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.772,73,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.783,74,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.834,75,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.986,76,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.79,77,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.853,78,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.816,79,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.831,80,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.331,81,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.825,82,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.951,83,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.559,84,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.819,85,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.301,86,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.054,87,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.545,88,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.931,89,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.106,90,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.435,91,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.935,92,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.286,93,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.153,94,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.465,95,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.197,96,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.026,97,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.196,98,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.932,99,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.325,100,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.398,101,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.921,102,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.974,103,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.931,104,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.961,105,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.86,106,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.057,107,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.491,108,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.108,109,0,an_ve_1958_08_15_010_f,0.5
1,neutral,1.11,110,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.941,111,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.488,112,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.313,113,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.827,114,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.104,115,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.593,116,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.114,117,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.76,118,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.065,119,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.107,120,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.927,121,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.799,122,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.996,123,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.345,124,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.213,125,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.346,126,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.918324181240994,127,0,an_ve_1958_08_15_010_f,0.5
1,neutral,0.772859710038222,128,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.098,129,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.231,130,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.857,131,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.969,132,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.115,133,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.015,134,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.868,135,0,an_ve_1958_08_15_010_f,0.5
0,neutral,0.888,136,0,an_ve_1958_08_15_010_f,0.5
0,neutral,2.247,137,0,an_ve_1958_08_15_010_f,0.5
1,neutral,1.165,138,1,an_ve_1958_08_15_010_f,0.5
0,neutral,2.268,139,0,an_ve_1958_08_15_010_f,0.5
0,neutral,1.532,140,0,an_ve_1958_08_15_010_f,0.5
0,neutral,2.02,141,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.206,142,0,an_ve_1958_08_15_010_f,0.5
1,neutral,2.019,143,1,an_ve_1958_08_15_010_f,0.5
1,neutral,1.201,144,0,an_ve_1958_08_15_010_f,0.5
1,neutral,0.718,145,0,an_ve_1958_08_15_010_f,0.5
1,neutral,1.424,146,1,an_ve_1958_08_15_010_f,0.5
1,neutral,0.724,147,1,an_ve_1958_08_15_010_f,0.5
1,neutral,1.309,148,0,an_ve_1958_08_15_010_f,0.5
1,neutral,0.849,149,0,an_ve_1958_08_15_010_f,0.5
1,neutral,1.129,150,1,an_ve_1958_08_15_010_f,0.5
1,neutral,1.109,151,1,an_ve_1958_08_15_010_f,0.5
1,neutral,0.775090986455559,152,1,an_ve_1958_08_15_010_f,0.5
1,neutral,1.502,153,0,an_ve_1958_08_15_010_f,0.5
1,neutral,1.111,154,1,an_ve_1958_08_15_010_f,0.5
1,neutral,1.376,155,0,an_ve_1958_08_15_010_f,0.5
1,neutral,1.126,156,1,an_ve_1958_08_15_010_f,0.5
1,neutral,1.071,157,1,an_ve_1958_08_15_010_f,0.5
1,neutral,0.97,158,1,an_ve_1958_08_15_010_f,0.5
0,neutral,1.897,159,0,an_ve_1958_08_15_010_f,0.5
1,neutral,1.948,160,1,an_ve_1958_08_15_010_f,0.5
0,neutral,0.878184681024487,1,1,al_ba_1948_06_19_00_f,0.5
0,neutral,2.208,2,1,al_ba_1948_06_19_00_f,0.5
0,neutral,1.141,3,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.66,4,0,al_ba_1948_06_19_00_f,0.5
0,neutral,1.695,5,0,al_ba_1948_06_19_00_f,0.5
0,neutral,1.636,6,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.693,7,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.588,8,0,al_ba_1948_06_19_00_f,0.5
1,neutral,1.384,9,0,al_ba_1948_06_19_00_f,0.5
1,neutral,1.134,10,0,al_ba_1948_06_19_00_f,0.5
1,neutral,1.579,11,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.975,12,0,al_ba_1948_06_19_00_f,0.5
0,neutral,1.202,13,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.947,14,0,al_ba_1948_06_19_00_f,0.5
1,neutral,1.103,15,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.821,16,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.514,17,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.889,18,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.901,19,0,al_ba_1948_06_19_00_f,0.5
0,neutral,1.12,20,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.7,21,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.594,22,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.544,23,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.623,24,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.909,25,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.412,26,0,al_ba_1948_06_19_00_f,0.5
0,neutral,1.39,27,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.61,28,1,al_ba_1948_06_19_00_f,0.5
0,neutral,1.201,29,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.338,30,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.564,31,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.463,32,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.622,33,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.402,34,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.471,35,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.461,36,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.792824752539978,37,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.665,38,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.593,39,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.654,40,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.735,41,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.905,42,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.764957272618825,43,1,al_ba_1948_06_19_00_f,0.5
1,neutral,1.063,44,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.715,45,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.765236182278986,46,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.774,47,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.604,48,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.35,49,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.463,50,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.358,51,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.421,52,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.401,53,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.374,54,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.435,55,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.224,56,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.321,57,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.457,58,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.317,59,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.553,60,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.343,61,0,al_ba_1948_06_19_00_f,0.5
1,neutral,1.244,62,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.711,63,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.766909639483995,64,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.912560050604201,65,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.727,66,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.582,67,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.664,68,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.571,69,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.604,70,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.504,71,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.371,72,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.664,73,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.72,74,0,al_ba_1948_06_19_00_f,0.5
1,neutral,1.002,75,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.629,76,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.375,77,0,al_ba_1948_06_19_00_f,0.5
1,neutral,0.902,78,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.642,79,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.392,80,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.893,81,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.844,82,1,al_ba_1948_06_19_00_f,0.5
0,neutral,0.463,83,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.404,84,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.533,85,1,al_ba_1948_06_19_00_f,0.5
1,neutral,0.98,86,1,al_ba_1948_06_19_00_f,0.5
1,neutral,1.392,87,0,al_ba_1948_06_19_00_f,0.5
0,neutral,0.442,88,1,al_ba_1948_06_19_00_f,0.5
